GridID,TimeInterval,countrycode,smsin,smsout,callin,callout,internet
10,1383300000000,39,0.5097430807617327,0.3461296541872851,0.5452603409038264,0.4495287136448433,7.455177913455135
1005,1383325800000,49,,,,,0.0052987887479102
1009,1383307200000,39,0.0880301797603024,0.0759452765806153,0.1507953896427411,0.1463111882810246,5.434180696420595
1007,1383320400000,46,,,,,0.0027187356454788
1008,1383307200000,234,,,,0.0002425655445186,
1014,1383296400000,88239,,,,,0.0125834599669658
1,1383342000000,0,0.1579875861986192,,,,
1010,1383331800000,39,0.05638315346406,0.0618203791916881,0.0679844038899459,0.1739585752113047,4.74495968294652
1001,1383338400000,0,0.0203572254965652,,,,
1008,1383293400000,1,0.0053925497947002,0.0053925497947002,,,
1000,1383345000000,39,0.5907030230442819,0.6915330888259915,0.3747562263200332,0.6114334918117571,16.914793011580755
100,1383274200000,39,0.0407742548283371,0.0407742548283371,,,10.349153383724351
1,1383268800000,39,0.0273004648771861,0.0546009297543723,0.027924734369786,,6.169533683920985
1018,1383315600000,39,0.1571963711032425,0.0762584673679678,0.2532424757669489,0.1032329272158831,6.024983025048086
1019,1383261000000,39,0.0583052146337164,0.0291526073168582,0.0145763036584291,,3.329877521686052
1015,1383321000000,0,0.0797818883446201,0.0125834599669658,,0.0125834599669658,
1,1383336000000,0,0.1104503984939444,,,,
1007,1383320400000,39,0.1184328895692537,0.1223323700101068,0.14951349115739,0.21409698988575,3.0287882273982825
1018,1383292200000,0,0.0356335604919176,,,,
1015,1383343200000,0,0.0308400267627135,,,,
1005,1383329400000,46,,,,,0.0263196756192739
1016,1383330600000,0,0.0259581896509808,0.0017157797127517,,,
1017,1383331800000,39,0.0371080761044681,0.0752414095779338,0.0723751391775464,0.1062983885948487,5.173826239084584
10000,1383310200000,0,0.3850091775672665,,,0.054231319387068,
1007,1383344400000,0,0.0054248949108197,,,0.006472992176182,
1000,1383313200000,41,,,0.0036215255509797,,
1006,1383311400000,94,,,,0.000969810208486,
10,1383294000000,0,0.0286530890659561,,,,
1002,1383303600000,39,0.2076226589032001,0.2030558180533213,0.2907190359639258,0.3263613387122729,5.462942039054999
1010,1383337200000,39,0.0955814360987461,0.1123058567980083,0.0786682612328025,0.0719008989057672,6.85988442441547
1019,1383313200000,0,0.1264437878738668,,,,
1005,1383261600000,46,,,,,0.0025440824557963
1019,1383319200000,39,0.1847490025075833,0.1847490025075833,0.2698353519321604,0.3289924054157042,5.8862293509591375
10000,1383277800000,375,,,,0.0859947728846425,
1008,1383269400000,39,0.1375416701572458,0.0715475680591095,0.0110393576650641,0.055115660599345,4.370030799786552
1011,1383337800000,0,0.0261034627736076,,,,
102,1383298800000,0,0.4029303299837247,,,,
102,1383262800000,0,0.0213010264504589,,,,
1019,1383277200000,39,,0.0291526073168582,,,1.861718860231819
1007,1383261600000,0,0.003236496088091,,,,
1008,1383264000000,0,0.0652547129334354,,,,
10000,1383337200000,0,0.1992317299612515,,,,
1002,1383336000000,39,0.2579657471029805,0.0742823296175207,0.1303632922754554,0.1526211529379202,6.137495579295454
1011,1383325800000,0,0.1201068727301139,,,,
1009,1383308400000,0,0.1110300128451934,,,,
1014,1383280800000,39,,0.0125834599669658,,0.0161049751704716,2.313903235802928
1006,1383292200000,40,,,,0.0071425135294879,
1005,1383271800000,39,0.0161691339294144,0.0058315766369124,,,2.149050193897497
1000,1383319200000,0,2.004296297920833,,,,
101,1383341400000,40,0.0009631559345979,,,,
10,1383335400000,39,0.5967458976046591,0.4578338214661325,0.210130010494861,0.3330474745799746,7.0125838304482
1006,1383297600000,359,0.0020386714169939,,,,
1007,1383337800000,1,,,0.0098267024705233,,
1003,1383264600000,39,0.0513488312386936,0.0152208107199821,0.0194356670767563,0.0161011395052885,3.5995523597713213
1,1383339600000,48,0.0261374242642866,,,,
101,1383289800000,0,0.1109027912853874,,0.0277058399180573,,
1018,1383324000000,39,0.1404975509130225,0.0412725646167326,0.1773011669043497,0.2874290553960843,5.047083432906621
10000,1383342600000,39,0.348471405767219,0.1719895457692851,0.4344661786518615,0.3532457240696919,12.745177322568082
1007,1383263400000,39,0.0489781039571463,0.031973117941734,0.0108497898216395,0.0037410722557291,2.223609759964667
1005,1383323400000,49,,,,,0.0101505416898595
1008,1383288600000,53,,,,0.0107850995894005,
1012,1383327600000,880,,,,0.0187056015411806,
1010,1383272400000,39,,0.0051231702733763,,,2.095950919705398
1,1383261600000,39,0.3306414276169333,0.1709520296851148,0.1341762431601317,0.0546009297543723,10.892770602791096
10,1383308400000,39,0.5558359620873787,0.5699616913397474,0.1980871370714831,0.2057766413036071,7.466470156745423
1007,1383307200000,46,,,,,0.003236496088091
1007,1383327600000,46,,,,,0.0054248949108197
1009,1383316800000,0,0.1027000182972623,,,0.023772208167293,
1006,1383298800000,41,,,,,0.0010578704662032
102,1383276600000,39,,0.0723581427355403,,0.0075337953325166,4.502934398525076
1006,1383318000000,49,,,,,0.000969810208486
1005,1383268200000,39,0.0045400048737536,0.0079791579230883,,0.0125702862621742,3.620658177147151
1018,1383284400000,0,0.0074147021608114,,,,
1002,1383270600000,39,0.0005696450868746,0.0082710430403533,,,3.447154597760371
1008,1383304200000,39,0.6053092547737625,0.2768483405907382,0.7465837816863701,0.6862597457679985,6.658283962449886
1012,1383312000000,44,0.0034088012174741,,,,
101,1383322200000,0,0.2203012749590092,,,,
1006,1383325800000,49,,,,,0.0005289352331016
10,1383301800000,39,0.3596177078169399,0.3004426468839833,0.6025665190357387,0.3841314007195885,7.583584827971881
101,1383264600000,39,0.192595435040952,0.0277058399180573,,0.0544882397080957,8.542737941579905
1016,1383313200000,40,,,,0.0166142648686172,
100,1383299400000,1,,,,,0.0798593575577967
1006,1383302400000,40,,,,0.0142850270589758,
1019,1383336600000,0,0.0583052146337164,,,,
1008,1383326400000,385,,,,0.0002425655445186,
10000,1383300000000,49,,,,,0.054231319387068
100,1383264600000,39,,0.0798593575577967,0.1614078672144711,0.1265527095409874,10.483065608446232
100,1383332400000,40,,,,0.0407742548283371,
1010,1383333000000,39,0.0896891073639186,0.1154761266863863,0.1147245544360307,0.0373882697483535,6.058820742487395
102,1383286800000,39,0.097204636176018,0.0535574142671106,0.0147063812994788,0.0921411742717026,5.63662497576585
1008,1383345000000,46,,,,,0.0056351153392189
1010,1383270600000,39,0.0025615851366881,0.0051231702733763,,0.0280345490049041,2.594079443193388
1007,1383313800000,39,0.1685364066477411,0.1426845615983185,0.1284637016614961,0.1878370903163699,3.966872734210031
101,1383314400000,0,0.1404555114594824,,,,
1005,1383268800000,39,0.0157404419539792,0.0292746042200303,0.0263196756192739,0.0083801908414494,2.1628894166941643
1002,1383316200000,0,0.0834840023972062,,,,
1019,1383289800000,39,0.1020341256090038,0.0728815182921455,0.0291526073168582,0.0453405666631997,2.4451184750714274
1007,1383343800000,39,0.1165016028666028,0.0671398514607037,0.0217245895575252,0.0349142134428591,3.431373205158701
1014,1383274800000,46,,,,,0.0125834599669658
1014,1383273600000,39,,0.059977496645584,,,3.002564355200977
1010,1383298800000,39,0.7224917036645885,0.6463143876207326,0.1556147357381095,0.3930837488627769,4.075080065334691
1003,1383293400000,39,0.2938871373571959,0.1251657580375847,0.1057300909608283,0.1130139079035306,3.4327719684371503
1012,1383291000000,39,0.5710694455248102,0.6557932509789227,0.0694270051304058,0.1330928768806286,3.3488222364193736
1004,1383293400000,33,,,,,0.0044803802495143
1008,1383346200000,0,0.1262480544165181,,,0.0143735528668636,
1017,1383343200000,1,0.0005126286844988,0.0005126286844988,,,
1006,1383268800000,0,0.0285700541179516,,,,
100,1383339000000,33,,,,,0.0407742548283371
1004,1383301200000,0,0.115086581593687,,,,
1,1383330000000,0,0.1644270587557169,,,,
100,1383315000000,0,0.0815485096566743,,,,
1007,1383301200000,39,0.4037841519518707,0.3394718474258364,0.1791918431438242,0.2345649457626451,2.8179026483636687
1005,1383306000000,40,,,,0.0020950477103623,
1015,1383279600000,46,,,,,0.0125834599669658
1000,1383301800000,380,,,,0.160199194028469,
1005,1383278400000,39,0.0182641816397767,0.0121736623516239,0.020301083379719,0.0020950477103623,1.934455168450788
1012,1383316200000,46,,,,,0.0095356669435234
1005,1383298800000,41,,,,,0.0105975774958205
100,1383328800000,33,,,,,0.0407742548283371
1018,1383324600000,0,0.0393199039702756,,,,
1001,1383313800000,49,,,,,0.007971259099211
1014,1383341400000,39,0.1767501515517824,0.3301665731599941,0.0125834599669658,0.0175335898374271,5.826887605577129
101,1383284400000,0,0.0554116798361146,,,,
1002,1383289800000,0,0.1581273166671845,,,,
1002,1383286800000,41,,0.0013448591630844,,,0.0026897183261688
1009,1383339600000,39,0.1564508648372197,0.1273866094661559,0.056986527564373,0.0654080018323388,5.772419663424443
1019,1383314400000,0,0.0437289109752873,,,,
1013,1383298200000,40,,,,0.0125206092576234,
1018,1383271200000,39,0.0306422141077851,0.0596533650103484,0.0074147021608114,0.0091904001968079,3.863485216065719
101,1383306000000,0,0.4419479943034677,,,0.0817323595621436,
1,1383340800000,39,0.2678137151999638,0.1104503984939444,0.1348005126527316,0.0784122727928598,10.58849731366885
1007,1383330600000,0,0.0534493472447287,,,0.003236496088091,
1001,1383289200000,0,0.2208242321770254,,,,
1,1383335400000,0,0.1110746679865443,,0.0273004648771861,,
10000,1383299400000,41,,,,0.2082453134955084,0.0859947728846425
1010,1383316200000,46,,,,,0.0025615851366881
1012,1383283800000,0,,,,0.0253064738153004,
1004,1383306600000,0,0.0618359130477611,0.0105607310273153,,,
1000,1383285000000,39,0.642594281655793,0.2812473423207792,,0.0837211225652142,4.928368925328472
1009,1383316200000,0,0.1301055056810523,,,,
1000,1383262200000,39,0.0800995970142345,0.3994389038983794,0.3044443907398384,0.3116874418417978,11.61344848441166
1017,1383342000000,0,0.0178898458787885,,,0.0005126286844988,
1019,1383285000000,39,0.0291526073168582,0.0291526073168582,0.0145763036584291,,2.335622463381987
1005,1383313800000,46,,,,,0.0003499094530288
1006,1383307200000,39,0.1613329975278316,0.1069131310486729,0.264982565593158,0.2185658218301096,3.9039567563882778
1009,1383260400000,0,0.0499682310107981,,,,
1002,1383332400000,0,0.0407144509931305,,,,
1015,1383306600000,0,0.1051035402551064,0.061680053525427,,,
10000,1383264000000,39,0.402702725154287,0.1719895457692851,0.294240086380151,0.0047743183024729,13.551054006282904
10000,1383298800000,39,1.8265481973002984,1.1550275327017996,1.911057613243924,1.860650308289001,36.34285859369098
1015,1383306600000,46,,,,,0.0125834599669658
1004,1383324600000,49,,,,,0.0044803802495143
1000,1383307800000,86,,,,0.0703118355801948,
100,1383316200000,48,,0.0407742548283371,,,
1004,1383312600000,39,0.3129676326201981,0.2021021758652727,0.1515441590419779,0.235337268114591,9.204995498994544
1004,1383267000000,39,0.0512751820204458,0.1416648445057356,,0.0221449540234486,3.978233934289473
1006,1383271800000,39,0.0095842223443156,0.0314159110262447,,,2.3896102990768666
1,1383322800000,355,,,,0.0261374242642866,
1006,1383267600000,39,0.0490546573428828,0.0421878894675614,0.0020386714169939,0.0581099184443893,2.770922889826311
1015,1383330000000,0,0.1220733224498523,,,,
100,1383294000000,0,0.3211265823300646,,,0.0407742548283371,
1,1383261000000,39,0.2784520774606602,0.1199257201417413,0.1887771729145041,0.133637472039832,11.100963451409388
1005,1383286200000,0,,,,0.0041900954207247,
1015,1383286200000,0,,,,0.0251669199339316,
1008,1383286800000,39,0.0277138306693472,0.0775343119616934,0.0161776493841009,0.0106241834231276,4.064341065471105
1005,1383325200000,0,0.0750170139207918,,,,
1008,1383318600000,40,,,,0.0002425655445186,
10,1383266400000,0,0.0286530890659561,,,,
1007,1383304200000,351,,,0.003236496088091,,
1005,1383280200000,39,0.051551519713876,0.0110639925115832,0.0182641816397767,,1.9309336407548696
1,1383280800000,39,0.0017873101054994,,,,5.942475690379397
10000,1383286200000,39,0.3484714057672189,0.8647220471488984,0.0047743183024729,0.2130196317979814,19.13298013740064
10000,1383267000000,39,0.0859947728846425,0.0859947728846425,,,8.851926971362674
1000,1383301200000,380,,,,0.0325505542767204,
1015,1383279000000,46,,,,,0.0125834599669658
1013,1383292200000,0,0.090943124925838,,,,
100,1383275400000,0,0.0042299450559759,,,,
1008,1383346200000,39,0.0936145908580929,0.0835338028399584,0.0534626486551843,0.0634047132319148,4.265659556369824
1011,1383331800000,46,,,,,0.004714336869705
1019,1383313800000,39,0.1701726988491542,0.0145763036584291,0.2674638794061628,0.1879723138834081,5.482488325072674
1006,1383344400000,40,0.0010578704662032,0.0005289352331016,,,
1004,1383319200000,33,,,,,0.0105607310273153
1008,1383274800000,46,,,,,0.0056351153392189
1012,1383309000000,0,0.0548145037139601,,,,
1018,1383264000000,39,,0.0148294043216229,0.0128767436751658,0.0091904001968079,3.6101462165258265
1018,1383310200000,41,,,,,0.0128767436751658
1014,1383334800000,39,0.2550940729200109,0.2206226730268947,0.1555298988001811,0.2436881047490437,5.711944057259226
1008,1383314400000,39,0.2357990183700955,0.1533070706126498,0.2854211133817605,0.0909759400096542,7.826220764786173
1008,1383310200000,221,,,,0.055115660599345,
1008,1383292800000,355,,,,0.0002425655445186,
1015,1383303000000,40,,,,0.0377503799008975,
1008,1383318000000,41,,,,,0.055115660599345
100,1383315000000,39,0.3635899892572793,0.1223227644850114,0.2412672247722678,0.2038712741416858,18.84887996768658
1012,1383282000000,39,0.0034088012174741,0.022480135104521,,0.0377769354282276,2.54231505607577
1007,1383286800000,39,0.0407160804693778,0.075916516222808,0.0193542741171581,0.009696303989299,1.924505418462104
100,1383264000000,212,0.0407742548283371,,,,
1014,1383312000000,0,0.044793410307909,,,,
1011,1383267000000,46,,,,,0.004714336869705
1004,1383315000000,353,,,0.0168645885097909,,
1014,1383289200000,46,,,,,0.0187056015411806
1003,1383313200000,39,0.1023256685007461,0.1666161910698957,0.0970592026573311,0.1110819696315834,5.748657591316334
102,1383303600000,61,0.0075337953325166,0.0075337953325166,,,
1015,1383331200000,39,0.1009276053972362,0.1920557073994201,0.2606461140630312,0.1435015817359626,6.2535411351918
100,1383342600000,39,0.1630970193133486,0.0407742548283371,0.0407742548283371,,11.477319302126771
102,1383283200000,0,0.0213010264504589,,,0.0075337953325166,
1008,1383325800000,39,0.2257094354133637,0.086525744849942,0.2342175993303729,0.299757502532462,7.278980812019287
1015,1383302400000,46,,,,,0.0125834599669658
102,1383298800000,39,0.5666563237259241,0.5471044388986029,0.7420954759260852,0.8242457097694378,11.454961572316332
1011,1383276000000,39,0.0141430106091151,0.0188573474788201,0.004714336869705,0.0073978612324269,2.1298418559392527
1,1383264600000,39,0.1887771729145041,0.0261374242642866,0.0017873101054994,0.0546009297543723,8.514178577183893
1011,1383263400000,0,0.0592757312368668,,,,
1000,1383311400000,41,,,,,0.014486102203919
1003,1383274800000,39,,0.0152208107199821,,,2.632379614575379
1002,1383331800000,0,0.0011392901737492,,,,
1007,1383335400000,39,0.1739213097723135,0.1067435962555692,0.0702219453622499,0.1183159668489474,3.710713761812277
1018,1383269400000,39,0.0380569162685965,0.0412725646167326,0.0116137559734868,0.0290647030215074,2.649232295610276
1002,1383313200000,0,0.1316191213695601,,,,
1006,1383345600000,41,,,,,0.0005289352331016
1012,1383329400000,0,0.1450536106934389,,,0.0163532693784717,
1003,1383270600000,39,,0.007610405359991,,,3.402845744935305
1007,1383297000000,40,,,,0.0054248949108197,
1000,1383276000000,39,0.0800995970142345,0.0800995970142345,,,18.42716454150698
1,1383324000000,0,0.2921638293587509,,,,
1016,1383279000000,39,0.0059123653568601,0.0041965856441083,0.0189394891519084,,2.231210567130307
1000,1383302400000,49,,0.0800995970142345,,,
1013,1383332400000,0,0.0191511306697439,,,,
1006,1383277800000,39,0.0084882558979595,0.0191930465219902,0.0007482502198503,0.0110064495542937,2.0140979737511056
1008,1383340200000,0,0.0148586839559008,,,,
1012,1383331800000,46,,,,,0.0095356669435234
1004,1383322200000,39,0.100878896100449,0.1672803176513465,0.1476379491653026,0.2188124468959154,4.774997712552051
1006,1383308400000,0,0.0512655129692866,,,,
1011,1383322200000,0,0.0768406412837425,,,,
1015,1383306600000,39,0.283493273354713,0.3494544554229652,0.228308915329406,0.1299634176930889,5.391683906458286
1,1383307200000,39,0.3800514237994076,0.2487400329853747,0.5522519924697222,0.4287516521169819,11.861114256833808
1018,1383280800000,0,,,,0.0116137559734868,
10000,1383337200000,39,0.1770169130686228,0.4524417303127062,0.290000821148367,0.6292055943844642,18.07444331080319
10000,1383327600000,0,0.4749095962021997,,,,
1016,1383332400000,36,0.0090961785120265,,,,
101,1383260400000,0,0.0826557996901625,,,,
1010,1383298200000,40,,,,0.0025615851366881,
1015,1383280200000,39,0.109539400774486,0.0377503799008975,0.0125834599669658,,2.4975691556258406
1007,1383261000000,32,0.0090626551320643,,,,
1007,1383284400000,0,0.0054248949108197,,,,
101,1383336600000,39,0.4978213942035917,0.412817278386803,0.3344758224990419,0.2785627067923387,10.78026582070595
1005,1383291600000,49,,,,,0.0304516250695786
1002,1383304200000,40,,,,0.0011392901737492,
1014,1383330600000,39,0.1177795188992835,0.119954993291168,0.1983869686069758,0.0704680560759996,6.080163558581644
1011,1383330600000,39,0.150924061318536,0.0616355992866254,0.1037545450172648,0.1200152263442777,4.952173697397579
1005,1383339600000,41,,,,,0.0052987887479102
1009,1383283200000,39,,0.0036357220143182,0.0199175088792867,0.0187056015411806,1.8173193096841165
1000,1383297000000,33,,,,,0.0800995970142345
1001,1383282000000,39,0.0168645885097909,0.0938787831979088,,0.007971259099211,2.8151235125135314
1003,1383274200000,39,,0.0152208107199821,,0.001022986861976,2.598883880396471
1000,1383342000000,39,0.9778348968125324,0.8770829617113188,0.087342648116194,0.2377540807106233,16.937607420636787
1014,1383274200000,39,,0.0251669199339316,,,2.623799903096736
1006,1383316800000,49,,,,,0.000969810208486
1009,1383325800000,39,0.3135365528125776,0.0834356978829398,0.1805929642991909,0.1377428204982178,5.385077259535796
1011,1383343800000,39,0.1522360792514406,0.0708202696476692,0.0234199384108857,0.004714336869705,4.819051901046526
1002,1383260400000,0,0.0241862339964834,,,,
1005,1383327000000,0,0.1085008484280378,0.0101505416898595,,,
1008,1383289800000,39,0.1536277996801244,0.0287971356240438,0.1021687271571748,0.1466718968645371,4.13992540056257
1016,1383292800000,86,,,,0.0017157797127517,
1009,1383327000000,39,0.2546755878745572,0.1647555952855689,0.0811563339237473,0.2548265018955474,4.521862729807808
1005,1383261000000,43,,,,,0.0101505416898595
1000,1383338400000,0,0.2325433536838694,,,,
1002,1383280200000,39,0.0610716764896958,0.015972440993832,0.0209268705834399,,2.5036696525613595
1005,1383320400000,41,,,,,0.0052987887479102
101,1383315600000,39,0.330662914567229,0.4123555583227936,0.4152053103200084,0.7177006649051707,14.878200739111342
1006,1383294000000,0,0.0652256483628742,,,0.000969810208486,
1002,1383318000000,0,0.0366492275534469,,,,
1016,1383315000000,0,0.0755365377267003,0.0017157797127517,,,
1004,1383308400000,0,0.0726201507797511,,,,
10000,1383303000000,33,0.0047743183024729,0.2082453134955084,,,0.2082453134955084
1007,1383295800000,0,0.0969436903193479,,,0.0054248949108197,
1005,1383336600000,0,0.0459834950711662,,,,
1006,1383313200000,41,0.0005289352331016,0.0005289352331016,,,
1004,1383288600000,0,,,,0.0052803655136576,
1016,1383261000000,32,0.015337690500756,,,,
1011,1383297000000,0,0.1055485594221992,,,,
1002,1383291600000,0,0.089476465090061,,,,
1017,1383319200000,0,0.0365954474199692,,,0.0010252573689976,
102,1383287400000,39,0.1436889985929811,0.0373275613566508,0.0504915809023049,0.0454204073623057,6.764578941985449
1017,1383296400000,39,0.6962082864996759,0.7125602463249681,0.2613880440560609,0.3280152131239475,4.167017401512835
1004,1383320400000,0,0.0567433055327001,,,,
100,1383306600000,1,0.0798593575577967,,,,
1012,1383306000000,46,,,,,0.0187056015411806
1002,1383297000000,0,0.2462447382284039,,,0.0203572254965652,
1000,1383319800000,213,,0.0800995970142345,,,
1001,1383326400000,0,0.0992794756217144,,,,
1004,1383277800000,0,0.0407144509931305,,,,
1011,1383334200000,39,0.1497043008263582,0.0562619563397545,0.0670026480120692,0.1070117122378527,7.730410390804227
1014,1383315000000,0,0.0921874469865272,,,,
1003,1383275400000,43,,,,,0.001022986861976
1007,1383333600000,39,0.0964635161711197,0.0829595377188822,0.0910600776742958,0.1059746525054454,3.335081299893216
1001,1383311400000,0,0.0531643322047783,,,,
1004,1383296400000,88239,,,,,0.0052803655136576
1008,1383310200000,46,,,,,0.0053925497947002
1003,1383289800000,0,0.1531686986301133,,,,
102,1383294000000,44,,,,0.0241193809118467,
1002,1383296400000,88239,,,,,0.0005696450868746
1012,1383309000000,39,0.1458206148807976,0.08651173920061,0.1679350176394524,0.120513959309077,5.018806238208345
1006,1383321600000,389,0.0010578704662032,,,,
1018,1383269400000,0,0.0128767436751658,,,,
1019,1383294600000,0,0.141020091532296,,,0.0145763036584291,
1014,1383264000000,0,0.0014286146669555,,,,
1017,1383300600000,0,0.0576546906770385,,,0.0374112030823613,
10,1383309000000,39,0.3633554734190286,0.3920085624849847,0.3982571299719571,0.3087477547052724,7.932818815599666
1004,1383295800000,39,0.3475655578516624,0.1947635037591428,0.3274431617146081,0.35439694062385,4.868576094606351
1008,1383278400000,39,0.0053925497947002,0.0166627804731381,0.0556007916883823,0.0056351153392189,3.110458377927517
1016,1383304200000,39,0.1933763615973348,0.084959181763654,0.2410615297761396,0.1563790278944801,4.819963635629407
1012,1383276000000,0,0.0190713338870469,,,,
1006,1383342600000,31,0.000969810208486,,,,
1003,1383294600000,353,,,,,0.0011370223139808
1007,1383325200000,234,,,,0.003236496088091,
1013,1383291000000,0,0.2082347657602847,,,0.0125206092576234,
1013,1383280800000,39,,0.0125206092576234,,0.0094117125322583,2.2320083674043487
1017,1383343200000,0,0.0192182302256795,,,,
1012,1383330000000,39,0.3315389716438165,0.1928757591088866,0.1899816924223164,0.1930249430503446,4.96158267343063
10,1383310800000,357,0.0286530890659561,,,,
1001,1383329400000,0,0.0983574053103455,,,0.0337291770195819,
1000,1383331200000,44,,,,,0.160199194028469
1011,1383314400000,0,0.0776576764650841,,,,
101,1383332400000,0,0.1395320713314636,,,,
1003,1383336600000,33,,,,,0.0011370223139808
102,1383302400000,20,,,,0.0075337953325166,
1017,1383293400000,39,0.1832803640777397,0.1656936451768443,0.0737035235244373,0.0918964963811192,3.1423632203903584
1018,1383337200000,0,0.0306422141077851,,,,
1007,1383314400000,46,,,,,0.0054248949108197
1005,1383324600000,39,0.1712469954348022,0.0879773778529912,0.2961952367751279,0.1892235553655545,4.598854286163819
1008,1383321000000,63,0.055115660599345,,,,
1015,1383274200000,39,,0.0251669199339316,,0.0005424678950037,2.6132764765229823
1019,1383321000000,39,0.1749156439011494,0.2430542171412998,0.4084839709384588,0.3718694775411643,7.057137395676569
1007,1383276600000,0,0.0027187356454788,,,,
1001,1383326400000,39,0.0407144509931305,0.0203572254965652,0.1444725487272817,0.1435504784159128,5.22925299666767
100,1383312600000,33,,,,,0.0450041998843131
1002,1383313200000,86,0.0013448591630844,,,,0.0026897183261688
10000,1383315600000,212,,,0.0859947728846425,,
1006,1383278400000,0,0.0071425135294879,,,,
