GridID,TimeInterval,countrycode,sms_count,call_time
1008,1383290400000,0,,
1002,1383306000000,40,,
1018,1383328800000,39,0.27242930729321946,0.4815052132118773
1000,1383299400000,39,4.802622436266283,5.0424869717326075
1004,1383333000000,0,,
1002,1383309600000,20,,
1008,1383297600000,0,,
1008,1383324000000,39,0.3774133379813384,1.0868872723140992
10,1383292200000,355,,
1006,1383309000000,7,,
1003,1383320400000,39,0.43011453672960187,0.3302341935581517
1,1383313800000,39,0.5004304166891486,0.6692649024397594
1,1383298200000,40,,
1000,1383309600000,216,,
1017,1383291600000,0,,
10000,1383301200000,0,,
1,1383324600000,39,0.6537658404361695,1.121080589183634
1,1383297000000,39,1.8384214504483682,1.4828911375523477
10,1383343800000,39,0.7362735773323508,0.1266552296872022
1014,1383309600000,39,0.5928918973892187,0.3070360366549427
1005,1383309000000,94,,
101,1383307800000,0,,
1007,1383322200000,39,0.3232831253912305,0.3521330243145032
1003,1383294600000,0,,
102,1383280200000,39,,
1007,1383312600000,44,0.0362506205282572,
1010,1383294000000,39,0.326212679291172,0.3188894536065576
1,1383327600000,39,1.3716934306468083,1.1124005337730372
1005,1383310200000,39,0.4254534177709036,0.4724723108420879
1016,1383324600000,0,,
1006,1383280800000,39,0.018444796302139903,
10,1383287400000,420,,
1011,1383340800000,39,0.1343878568972903,0.16963027391460722
1008,1383321000000,39,0.3053018241951779,1.232595627508296
1007,1383316200000,39,0.2250669229633497,0.3973328461685227
1008,1383280200000,39,0.1029040976743197,0.0058776808837374
1005,1383326400000,0,,
1003,1383264000000,39,,0.0214816408007083
1010,1383318600000,0,,
1017,1383339000000,39,0.156843865076459,0.1611022381803849
101,1383325200000,39,1.2694691471396906,0.8644762636494087
1014,1383345600000,0,,
1017,1383278400000,39,0.0020505147379952,
1010,1383289800000,63,,
1017,1383288000000,0,,
1011,1383286200000,39,0.0876533988409332,0.0355321365130176
1007,1383276600000,39,,0.0096963039892989
1006,1383319200000,39,0.2316500906112725,0.3802093926501925
1013,1383306600000,0,0.1688744278159258,
1019,1383294000000,0,,
1,1383333000000,33,0.0522748485285732,
1017,1383323400000,0,,
1,1383338400000,20,,
1001,1383318600000,39,0.32425885602388826,0.3917811248773456
1000,1383297000000,86,,
10,1383333000000,39,0.6824911917745808,0.6515675893463617
1016,1383337800000,39,0.2294052026720993,0.0961984413394678
1019,1383271200000,39,0.0728815182921455,
1006,1383307800000,39,0.34014021942599537,0.3817560159631268
1009,1383329400000,0,,
1011,1383310200000,39,0.2084529185409049,0.1873201712400111
1019,1383298800000,0,,
1006,1383285000000,39,0.0260550316422582,0.015254837267461801
102,1383307200000,45,,
1000,1383298200000,39,2.5436470496796373,4.273633814757751
1008,1383337200000,39,0.3593430653514311,0.2729912474138346
1003,1383321000000,41,,
10000,1383306000000,39,2.2018454756263277,3.7410135133432116
1009,1383295200000,39,1.3948179563244902,0.2360318634321532
1018,1383340200000,0,,
100,1383323400000,34,,
1018,1383298200000,39,0.9367235278599209,0.4644152871944115
10000,1383337800000,39,1.037217690911913,0.6561947295795658
1007,1383265800000,39,0.0509777931285606,0.0156389593427309
1016,1383294600000,39,0.8770563011771129,0.281618104857292
1013,1383297600000,39,1.2599800708678108,0.6373811747011723
1019,1383345000000,0,,
1000,1383274200000,39,,
1,1383271800000,39,0.5193331021591373,
1010,1383295800000,39,1.3539322030174947,0.6231693230185222
1016,1383323400000,39,0.31995139246340254,0.3722224647410926
1,1383296400000,49,,
1013,1383321600000,39,0.4254270710620263,0.4942502097201483
1002,1383262200000,39,0.2236108897485746,0.0315808058901245
1001,1383276000000,39,,0.0451930731055671
1005,1383332400000,0,,
1002,1383342000000,39,0.2937175377141666,0.0559950240340368
1,1383307200000,20,,
1003,1383319800000,39,0.48079338568614916,0.20368937157126532
1004,1383316800000,0,,
1000,1383306600000,39,3.8918339743788475,3.93961783564965
1001,1383315600000,39,0.0780001798137802,0.22043684347544368
10000,1383285000000,39,,
1013,1383343200000,0,,
1,1383306000000,380,,
1011,1383284400000,39,0.0235716843485251,
1017,1383274800000,39,0.0020505147379952,
1018,1383261000000,0,,
1013,1383312600000,0,,
1011,1383300600000,39,0.6934799193391048,0.4603944951836074
1006,1383289800000,39,0.2777568791732036,0.0909320042097697
1,1383286200000,0,,
1016,1383299400000,0,,
1004,1383274200000,39,,
1009,1383301200000,39,1.097078402894831,0.34903969539388424
1008,1383315000000,353,,
1015,1383336600000,0,,
1016,1383297000000,86,,
1008,1383318000000,0,,
1002,1383305400000,39,0.23902399188957169,0.4758198810967764
100,1383325800000,48,,
1008,1383338400000,0,,
1012,1383300600000,39,0.7433457220173455,0.5750019277047775
1005,1383291600000,852,,
1015,1383303600000,39,0.5499403045034656,0.5416960499298402
1018,1383297600000,39,0.6932447431243358,0.502111158510108
1018,1383324000000,0,,
1000,1383337800000,39,2.6254305534630804,0.9510163228424934
1009,1383302400000,39,0.601873056858742,0.8141496520115599
1006,1383293400000,7,,
101,1383325800000,40,,
1013,1383327600000,0,,
1013,1383295200000,44,,
1019,1383315600000,39,0.16033934024272017,0.8122249968249224
1000,1383301800000,39,2.831285506562558,5.853505521842282
1007,1383336600000,39,0.4354476190162463,0.21890508163372552
1001,1383328200000,32,,
1007,1383295200000,0,,
1007,1383262200000,0,,
1000,1383294000000,39,1.6171206021311306,2.1495313121475528
1018,1383330000000,0,,
1016,1383318600000,33,,
101,1383339600000,39,0.6636344294545053,0.2776392666643198
1009,1383327600000,39,0.3114406953674209,0.3577772248700501
1005,1383261000000,0,,
1010,1383343200000,39,0.33494547619474846,0.0441556320753888
101,1383332400000,39,0.5829446574401179,0.4716198618973001
1008,1383342000000,39,0.7790276472527704,0.20392756143502871
1004,1383300000000,39,0.4249724156525948,0.4966161458244423
1003,1383297600000,373,,
1000,1383313800000,39,2.809348049190536,4.261891859929001
1004,1383326400000,40,,
10,1383338400000,20,,
1010,1383315000000,39,0.1256219392252946,0.1854664846979766
1002,1383308400000,0,,
1019,1383323400000,39,0.3159357354334453,0.6094209327923836
1016,1383306000000,0,0.0651511992750686,
10,1383309000000,0,,
1019,1383295800000,39,0.40339355738402005,0.445602834683137
1017,1383318600000,0,,
10,1383285000000,0,,
1006,1383313200000,40,,
1002,1383334800000,212,,
1019,1383310800000,39,0.43254616470087837,0.380943019309513
1002,1383337800000,39,0.17519312003448229,0.19436090203108558
1002,1383336600000,39,0.7858805246121143,0.2730172019156105
1015,1383336000000,0,,
1001,1383339000000,39,0.1409799117405073,0.1906516069585113
1018,1383345600000,1,0.0148294043216228,
1018,1383294600000,0,,
1005,1383313200000,0,,
102,1383260400000,39,0.2789648609562179,0.2078051236102177
1004,1383339600000,39,0.6248892291291789,0.1445923255878775
1002,1383344400000,39,0.1291272492420792,0.0280586234500439
1002,1383329400000,353,,
1014,1383260400000,0,,
1006,1383334200000,0,,
1002,1383268200000,41,,
1007,1383294600000,0,,
1008,1383313200000,39,0.5305083604521768,0.3832486806482853
1000,1383306600000,371,0.2402987910427035,
1008,1383291000000,39,1.149663364140661,0.2612800359511716
1016,1383331200000,39,0.19761682038161482,0.2369116275557549
1006,1383318000000,0,,
1002,1383313800000,0,,
10000,1383330600000,221,,
1009,1383306600000,0,0.1411041514440417,
1012,1383299400000,39,1.3071568145973123,0.4418799491301606
1010,1383297000000,39,1.4148650771862563,0.38767313636059275
10000,1383297000000,221,,
1013,1383304800000,39,0.2908931388500589,0.6610663230129791
1005,1383333000000,41,,
1009,1383261600000,39,0.462019273384246,
1015,1383293400000,39,0.45285897489616556,0.2736197314056061
1005,1383313200000,358,,
1018,1383322800000,39,0.3397070765759498,0.46359064509027137
1008,1383310800000,380,,
1019,1383291600000,39,0.131186732925862,0.1166104292674329
1002,1383334800000,39,0.275616477407006,0.2603531435801873
1011,1383339600000,0,,
1017,1383301800000,40,,
100,1383346200000,39,,
1002,1383301200000,40,,
100,1383300600000,0,,
1005,1383327600000,880,,
100,1383295800000,47,,0.0815485096566742
1002,1383274800000,39,0.016542086080706498,
1,1383301200000,39,1.3250627884381327,1.462483417980259
1009,1383321600000,39,0.30504945808973516,0.38083735734538987
1007,1383342000000,33,,
1002,1383336000000,0,,
1008,1383342600000,86,,
1004,1383304200000,0,,
1005,1383337800000,39,0.2467673128205013,0.2392387023821829
10,1383303000000,0,,
1017,1383318000000,0,,
1017,1383293400000,0,,
1007,1383325800000,0,,
1008,1383292200000,34,,
1009,1383341400000,0,,
1006,1383295800000,0,,
1004,1383278400000,39,0.0459590678007101,
1000,1383304800000,39,3.881638471835575,5.435021215378804
1018,1383308400000,0,,
100,1383316200000,39,0.3652791413561569,0.6014789098317919
10000,1383300600000,880,,
1004,1383287400000,39,0.1823906181537025,0.0902847245536854
10,1383336600000,33,,
102,1383297600000,0,,0.0426020529009178
1006,1383289200000,39,0.3572880248317635,0.1354576339618899
100,1383321600000,0,,
1007,1383275400000,39,0.0205592780859126,0.0195111808205503
1001,1383303600000,0,0.1151580790058429,
1010,1383301800000,0,,
1008,1383274200000,39,0.0110276651339191,
1011,1383272400000,0,,
1019,1383288000000,39,0.0437289109752873,0.1020341256090037
1015,1383279000000,39,0.0503338398678632,
1012,1383268800000,0,,
1011,1383325200000,39,0.40126449959967736,0.4277766708506577
1001,1383330600000,39,0.1436143932302063,0.2516593686339136
1006,1383313200000,0,,
10000,1383313200000,221,,
1015,1383291600000,39,1.2436115707765376,0.2794451487537825
102,1383286200000,0,,
1007,1383263400000,0,,
1008,1383299400000,44,,
1004,1383261000000,32,,
1009,1383319200000,39,0.1607986625434913,0.3302786800578974
1006,1383330600000,41,,
1008,1383327600000,385,,
10,1383300600000,39,0.9258900210828214,1.3492017445236955
1005,1383340200000,39,0.22710628600499322,0.0799723492931673
1001,1383289800000,0,,
1018,1383263400000,39,0.059005707269665905,
1008,1383312000000,20,,
1014,1383264600000,39,0.053855355071369,0.0348105767116522
1007,1383301800000,0,,
1010,1383340200000,0,,
1008,1383344400000,90,,
1000,1383305400000,7,,
1010,1383308400000,39,0.2079155733536745,0.23034172867536468
10,1383317400000,0,,
1012,1383295200000,39,1.5513123014228376,0.41523898592511366
1019,1383311400000,39,0.3183072079594429,0.28763496696641433
1008,1383334800000,39,0.3559622594750406,0.8581877823986351
1009,1383309000000,0,,
1019,1383306600000,0,,
1004,1383311400000,39,0.27507529849981793,0.2201889107195274
1008,1383301800000,48,,
1006,1383317400000,33,,
1005,1383288600000,39,0.1033323854668882,0.051544925130171795
1002,1383302400000,40,,
10,1383269400000,39,0.0406959624893338,
10,1383293400000,0,,
1018,1383298800000,39,0.9659960835025596,0.5062288387883593
1004,1383337200000,39,0.49950976010934867,0.2515675114942233
1015,1383310800000,39,0.4086666711980333,0.2755517561294067
1001,1383268800000,39,0.049671695218003895,
102,1383291000000,0,,
1005,1383319200000,0,,
1009,1383298200000,0,,
101,1383329400000,39,1.022385472390643,0.9107578200101323
1014,1383337200000,0,,
1015,1383290400000,39,1.1371160522354744,0.154045401837013
10,1383263400000,39,0.20537501074238818,0.0344737104970355
1004,1383295200000,44,,
100,1383311400000,0,,
1005,1383324000000,0,,
10000,1383336000000,0,,
1007,1383328200000,385,,
10000,1383268800000,39,,0.25798431865392757
1004,1383293400000,0,,
1017,1383295200000,39,1.2946002852748826,0.15304596257836178
1014,1383324000000,0,,
1000,1383289800000,0,,
1002,1383343200000,0,,
102,1383306600000,39,0.7618587134026256,0.7170099872604554
1009,1383294600000,0,,
1,1383312600000,39,1.4908614250980445,0.7654647779153136
100,1383317400000,0,,
1009,1383319800000,0,,
1013,1383315000000,0,,
1008,1383302400000,40,,
10,1383297600000,0,,0.0203479812446668
1005,1383306600000,0,0.1411950536696649,
1007,1383323400000,39,0.3524678850313719,0.38557208601581494
1019,1383335400000,0,,
1007,1383298200000,39,0.8670538076397039,0.41854253857467927
1012,1383321600000,0,,
1009,1383294600000,39,0.9826098065499984,0.3883317991538635
101,1383275400000,39,0.3025350703917415,
1000,1383276600000,39,,
1019,1383309000000,94,,
1007,1383277800000,0,,
1012,1383312600000,39,0.4569369918878481,0.3985875304201465
102,1383300000000,39,1.5689213275592402,1.2968697976336618
1009,1383334200000,39,0.1769572422848726,0.1523430180741518
102,1383297000000,20,,
1006,1383295200000,0,,
1009,1383339000000,0,,
1011,1383264600000,39,0.0168265349718369,0.0213891259039025
1016,1383295200000,44,,
102,1383305400000,355,,
100,1383315600000,380,0.0815485096566742,
1002,1383315000000,353,,
1012,1383313200000,0,,
1000,1383329400000,41,,
10,1383330000000,48,0.0573061781319122,
10000,1383315600000,39,1.0344337667106696,1.9601283186058396
1013,1383336000000,39,0.5615995536333065,0.4064776368121443
1014,1383315600000,0,,
1,1383313800000,0,,
1005,1383333600000,20,,
1000,1383275400000,39,,
1003,1383313800000,0,,
1003,1383333000000,0,,
1019,1383310800000,94,,
1016,1383326400000,39,0.12558071304306978,0.27928505644276824
101,1383267600000,39,0.1920939991703633,
1009,1383275400000,39,,0.0036357220143180997
1009,1383337200000,0,,
101,1383298800000,0,,
1014,1383334200000,0,,
1014,1383326400000,39,0.3364919081727283,0.35508887911091036
1015,1383303000000,0,,
1016,1383313200000,39,0.2763618207459805,0.2055858170167162
1014,1383307800000,0,,
1017,1383273000000,39,,
1013,1383289800000,0,,
1005,1383274800000,39,0.013159040221945601,0.0059986076539679
1007,1383276000000,43,,
1016,1383306600000,39,0.5450963888983877,0.2086877999963354
1,1383341400000,39,1.115302926665831,0.2957384495697497
1010,1383321600000,39,0.3273842287717793,0.4125057968773653
1015,1383300600000,0,,
1014,1383262200000,39,0.2477999196420425,
1000,1383295200000,0,,
1009,1383328200000,0,,
1003,1383267600000,39,0.0853530736670164,
100,1383307800000,48,,
1011,1383297600000,0,,
1000,1383345600000,39,0.8400423707308617,
100,1383298800000,0,,
1000,1383323400000,39,4.8406534911014445,8.908206401249483
1010,1383292200000,0,,
1,1383292800000,39,0.5409893607164258,0.8159523163383873
1008,1383327000000,0,,
1019,1383306000000,0,,
1010,1383334800000,1,0.0076847554100644,
1017,1383264600000,39,0.0184024745632873,0.051098679559429
1003,1383315000000,39,0.3219668880890721,0.3231959566419513
1005,1383302400000,40,,
10,1383300000000,0,,
1005,1383319800000,0,,
1017,1383310200000,39,0.0997954283552071,0.2847855586239661
1000,1383301200000,39,4.689965650216598,6.099657599554261
1017,1383326400000,0,,
101,1383310800000,48,,
101,1383294600000,0,,
1005,1383334200000,0,,
1014,1383331800000,0,,
1009,1383334800000,1,0.0036357220143180997,
1005,1383286200000,41,,
1011,1383270000000,39,0.012112198102131901,
1002,1383333000000,41,,
1017,1383288600000,53,,
1004,1383330600000,0,,
1009,1383297600000,39,1.1981581619278694,0.3842457911498046
1005,1383322200000,40,,
1005,1383286800000,880,,
1014,1383287400000,0,0.0564559814420781,
1002,1383306600000,39,0.2209569476628696,0.2200198563484273
1007,1383314400000,0,,
1006,1383298800000,0,,
1005,1383313200000,51,,
1015,1383260400000,0,,
1015,1383313200000,39,0.49424947662837504,0.358684569203399
1014,1383294600000,39,0.9686815869634537,0.4410062121630194
1007,1383318000000,39,0.2417223573654199,0.3749635583052427
1,1383344400000,39,0.2671894457073638,0.13247443142693238
1000,1383305400000,49,,
1011,1383261000000,32,,
100,1383268800000,39,0.4451384989139536,0.1223227644850114
1002,1383299400000,0,,
10,1383329400000,39,0.9405829663961324,0.6922635518356957
1012,1383307800000,0,,
1012,1383297600000,0,,
1007,1383301200000,0,,
100,1383315600000,0,,
10,1383326400000,0,,
1013,1383293400000,1,0.0250412185152468,
1016,1383266400000,39,0.0394577151104656,0.020604089209375502
1006,1383303000000,233,,
1,1383303600000,0,0.298150029167849,
1006,1383290400000,20,,
1018,1383304800000,40,,
1005,1383311400000,39,0.21289721408281898,0.1638090709708015
1002,1383298200000,39,0.609760292034347,0.41001321309086736
1006,1383268200000,39,0.0351371655887184,
1009,1383271200000,39,0.054932604182839,
1006,1383301200000,40,,
1000,1383330600000,39,4.180124930758497,4.357120118789676
1006,1383322800000,0,,
1008,1383330000000,234,,
1019,1383295800000,0,,
1002,1383316200000,39,0.35237355489142497,0.33399325962652693
1012,1383279600000,39,0.0320158020480444,
1005,1383299400000,39,0.43931244576746686,0.5996166415273065
1019,1383267600000,39,0.0728815182921455,
1014,1383309600000,20,,
102,1383263400000,39,0.3002691291643617,0.0480267241707878
1008,1383289200000,0,,
1006,1383306600000,40,,
1003,1383282000000,39,0.1057300909608283,
1012,1383321000000,39,0.3843471991512051,0.8103090774127415
1006,1383305400000,0,,
1000,1383330000000,39,4.824413059037707,5.594152461211426
1008,1383331800000,39,0.1875446294210448,0.4765198773686526
1008,1383309600000,39,0.6273075495346636,0.4894007917346074
1019,1383266400000,0,,
1004,1383343200000,39,0.5115301001377822,0.0920724530805686
1013,1383268200000,0,,
1000,1383331800000,40,0.08372112256521419,
1001,1383304800000,0,,
1006,1383312600000,41,,
1008,1383319200000,380,,
1000,1383306000000,0,,
100,1383338400000,0,,
1018,1383291000000,39,0.657005540095831,0.1423572793572099
1017,1383297000000,40,,
1002,1383342600000,39,0.1258946536477485,0.08452203550045301
1010,1383302400000,39,0.6178474366001014,0.8710960852028531
1012,1383318000000,39,0.3493549886493329,0.5693896147532118
1,1383275400000,39,0.2979790324232488,
1005,1383333000000,39,0.3146699158757914,0.2645966816476793
1015,1383299400000,39,1.2699215033509916,0.49138482663396155
1011,1383262200000,39,0.1406647821815268,
1010,1383306000000,0,,
10,1383345600000,39,0.1403793283783521,0.10630724844253531
1006,1383292800000,385,,
1011,1383324600000,39,0.5190108932251422,0.3883620520934815
1017,1383332400000,0,,
1008,1383312000000,98,,
1001,1383344400000,39,0.1330725674555898,
1013,1383325800000,0,,
1001,1383342000000,39,0.2888811826402699,
1008,1383310800000,20,,
1019,1383333600000,33,,
1005,1383281400000,39,0.1105234749296121,0.002389424690248
1002,1383318000000,39,0.2598802513529395,0.3149860692370522
10,1383300600000,0,,
1016,1383339600000,39,0.3796644800973425,0.11835778820765269
1006,1383300600000,41,,
100,1383308400000,39,0.2837306316994825,0.6864057236862215
1003,1383321000000,0,,
1001,1383321600000,0,,
1017,1383337200000,39,0.1561217346853547,0.1929904021685771
1018,1383300000000,49,0.0257534873503316,
1003,1383328800000,0,,
1018,1383285000000,39,0.0296588086432458,
100,1383287400000,39,,0.3228157344289421
1007,1383261600000,39,0.3236833646056433,0.0328774927786781
1008,1383313800000,34,,
1006,1383327000000,0,,
1004,1383288600000,53,,
1016,1383294600000,0,,
1009,1383286800000,0,0.0451523290619261,
1000,1383331800000,39,2.8440433668820027,4.757261978964966
1002,1383324000000,0,,
1014,1383306000000,0,,
1011,1383288000000,0,,
1016,1383301800000,40,,
1011,1383316200000,0,,
10000,1383340800000,0,0.2912041740155594,
1002,1383310800000,39,0.5642347638446494,0.2487748519622726
1002,1383310200000,0,,
1016,1383277200000,39,0.0102106089605014,
1014,1383337800000,39,0.49411470750945957,0.1980563794636721
1003,1383332400000,36,,
1001,1383262800000,0,,
10000,1383282000000,0,,
1008,1383339000000,43,,
1007,1383310800000,39,0.334178146011578,0.2017275532163182
1012,1383336000000,0,,
1008,1383324600000,53,,
1019,1383300000000,0,,
1011,1383334800000,1,0.014143010609115,
1011,1383289200000,0,,
1004,1383339000000,0,,
1003,1383303000000,233,,
1005,1383305400000,40,,
1011,1383323400000,39,0.1465000549994224,0.3874379671453745
1008,1383325200000,39,0.563163413565566,0.791032771155955
1016,1383300600000,39,0.4284405990571666,0.39075759747339056
10000,1383305400000,0,,
1016,1383307800000,0,,
1002,1383262200000,0,,
1001,1383299400000,39,0.4935033375458785,0.6146607053996078
1012,1383318600000,0,,
102,1383304800000,34,,
1002,1383302400000,43,,
1009,1383315000000,353,,
1019,1383289200000,39,0.2139016098244415,0.1433915640582935
1008,1383342600000,39,0.1399830467118879,0.08379975344676681
1008,1383309600000,1,,
1018,1383327600000,20,,
102,1383289200000,39,0.6638333513047294,0.2104256367640217
1014,1383325200000,0,,
1004,1383297600000,39,0.4513629205660469,0.4246416628296862
1,1383278400000,0,,
1004,1383310200000,0,,
1016,1383337800000,0,,
10000,1383322800000,39,2.479973646587026,2.0214879857885792
1005,1383338400000,39,0.2850755005312076,0.1504609413811937
1000,1383325200000,0,,
1001,1383331800000,39,0.44535230906332407,0.3604946849045822
1,1383320400000,48,,
1000,1383301800000,91,,
1017,1383340800000,39,0.279876488140026,0.11244311095368961
1007,1383287400000,0,0.0288201228484614,
1002,1383293400000,39,0.4238455654679333,0.2270588982185633
1003,1383280800000,0,,
1001,1383286800000,39,0.1231932529193475,0.0486857100923415
1018,1383346200000,1,0.0296588086432457,
1006,1383324600000,49,0.0010578704662032,
1009,1383309600000,20,,
100,1383337200000,48,0.0815485096566742,
100,1383322800000,41,,
1015,1383271800000,39,,
1005,1383310800000,41,,
1004,1383306600000,20,,
1013,1383346200000,39,0.1440295176407513,0.16107779959747381
1012,1383304200000,40,,
1018,1383315000000,39,0.18390942621108242,0.31527274241401404
1007,1383302400000,39,0.4522418727219973,0.4767261368282667
1016,1383303600000,0,,
1018,1383305400000,39,0.23904213996752022,0.4674867124331968
1006,1383308400000,94,,
1017,1383313200000,34,,
1013,1383301800000,39,0.9313794196453028,0.6013822100531182
1011,1383299400000,39,1.2660603385486486,0.3718383979420328
1,1383337800000,39,0.915593355827035,0.46731474874746437
1000,1383318000000,39,3.2818683776802713,4.877468130571666
1008,1383270000000,39,0.0164319074597643,
1008,1383331200000,0,0.2630234644914834,
1012,1383286200000,0,,
1015,1383295800000,0,,
1007,1383340200000,39,0.2531289636082814,0.0998292288414053
1009,1383278400000,39,0.0048476293524242,
10,1383315600000,0,,
1006,1383295800000,39,0.8495966757768956,0.5818616529046423
102,1383304200000,212,,
1014,1383286800000,39,0.2241441882304005,0.039178994567853
1015,1383322800000,359,,
1013,1383335400000,39,0.4396190318461357,0.2528869314082624
100,1383325200000,0,,
1015,1383341400000,0,,
1010,1383260400000,39,0.0904582658253697,0.0832110272114091
1002,1383330000000,39,0.3389528651601409,0.2925482733231175
1016,1383278400000,0,,
1,1383345000000,39,0.6401771274570739,0.055849468739572
1009,1383292800000,39,1.3390325823641867,0.29260759627258703
1014,1383310200000,0,,
1004,1383333600000,39,0.1645382863811715,0.2561862701947901
1001,1383302400000,39,0.3624666551559069,0.5130024075453684
1010,1383295800000,353,,
1014,1383261000000,32,,
1008,1383308400000,39,0.6701854355291537,0.8375264574289443
1011,1383329400000,0,,
1008,1383322800000,39,0.6786636247664766,0.8901052240356202
1001,1383345600000,39,0.12312933810505389,
1018,1383328800000,0,,
1015,1383318600000,0,,
1007,1383328800000,0,,
1018,1383286800000,39,0.0754661747965105,0.0620347273359288
1010,1383320400000,0,,
1005,1383343200000,39,0.3734976262057391,0.08651395755399591
1008,1383305400000,39,0.5023793555408931,0.9966749825271048
1006,1383293400000,40,,
1000,1383325200000,39,6.312495256984404,7.988498689080765
1011,1383292800000,0,,
1013,1383279000000,39,0.0500824370304938,
1012,1383315000000,0,,
1000,1383312600000,39,2.7442901163191924,3.6768426865109047
1009,1383309600000,39,0.3704362223779177,0.27651734970782027
10000,1383320400000,39,1.426748137784788,1.676811639376546
1002,1383288600000,0,,
1016,1383325800000,0,,
1003,1383308400000,1,,
1017,1383342600000,39,0.058889449752641695,0.0352670630730782
1011,1383287400000,0,0.060739495107410904,
1010,1383333600000,39,0.1211021065806958,0.1053726736382994
1015,1383282600000,0,,
10,1383267000000,39,0.1266552296872023,
1015,1383331800000,39,0.2443239934482439,0.3163460182637271
1016,1383301200000,40,,
1018,1383270600000,41,,
1000,1383337800000,0,,
1014,1383315000000,39,0.26415601768347097,0.4005465752884143
1005,1383278400000,0,,
10000,1383340800000,233,,
100,1383292200000,39,0.7491672150350952,0.2429563768711454
1003,1383329400000,39,0.3868936955541388,0.3345247232400286
1016,1383267000000,39,0.07656601047543729,
1005,1383334200000,39,0.39011559440940935,0.4275131234810077
1002,1383322200000,40,,
101,1383339000000,0,0.1104013554147989,
1013,1383301200000,40,,
1018,1383309600000,0,,
1003,1383333600000,0,,
1012,1383295800000,0,,
1019,1383289800000,0,,
10,1383310200000,39,0.9320859575804454,0.8890974096952995
1008,1383334800000,0,,
1007,1383293400000,1,0.0108497898216394,
1005,1383322800000,39,0.42478854322056003,0.5848098978625348
1002,1383283200000,39,0.0363296664903972,
1010,1383332400000,39,0.238408560629,0.18079841743179959
1017,1383313200000,40,,
1010,1383283800000,39,,
1000,1383262800000,39,0.8873665347892952,
1017,1383285600000,53,,0.0015378860534964
1007,1383319200000,18099,,
1008,1383321000000,92,,
1000,1383309600000,0,0.8900579931199598,
1011,1383319200000,0,,
1000,1383269400000,39,,
1019,1383280800000,39,,
100,1383295200000,40,,
1,1383315000000,0,,
1003,1383334800000,212,,
1010,1383292200000,63,,
1004,1383263400000,0,,
1004,1383271800000,39,0.0301179712597371,
10000,1383320400000,20,,
102,1383279000000,39,0.0809605869202362,
1004,1383282600000,39,0.0761127877665253,0.0240018717758582
1011,1383295200000,44,,
1012,1383272400000,39,,
1004,1383316200000,0,,
1006,1383334200000,39,0.3495052776016647,0.326710957199725
1000,1383270000000,39,,
1002,1383271200000,39,0.12648976874104728,
1004,1383303000000,233,,
1005,1383283200000,0,,
1000,1383327000000,0,,0.160199194028469
1016,1383282000000,39,0.0348719666456203,
1011,1383261000000,39,0.2136742044952455,0.0195100593345589
101,1383328200000,40,,
1014,1383321000000,0,0.09160573497226661,
1016,1383310200000,0,,
1008,1383284400000,0,,
